"rewardDate","validator","validatorName","startEpoch","endEpoch","epochRange","epochsInDay","previousDayRewards","endOfDayRewards","dailyRewards","usd","gbp","eur","jpy","cny","inr","aud","krw"
"2022-03-25","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9246","9295","9246-9295","46","5498.734401038731","5519.6501476145495","20.915746575818048","0.1492716739130435","0.11313043478260872","0.13560047826086954","18.19173913043478","0.9500156086956524","11.380217391304345","0.19862773913043472","3.947391304347826"
"2022-03-26","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9296","9346","9296-9346","46","5519.6501476145495","5540.963045537937","21.312897923387936","0.14779463043478258","0.11204830434782609","0.1345539782608696","18.043478260869566","0.9409044782608695","11.273043478260874","0.1966808913043479","3.9356521739130432"
"2022-03-27","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9347","9394","9347-9394","45","5540.963045537937","5560.961142385197","19.99809684725915","0.1470304444444444","0.11148717777777778","0.13384986666666668","17.950222222222223","0.9360591111111108","11.215111111111113","0.1956548222222222","4.301555555555556"
"2022-03-28","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9395","9444","9395-9444","45","5560.961142385197","5581.792790358377","20.831647973180225","0.16024124444444443","0.1220861777777778","0.14605322222222228","19.77799999999999","1.0209887333333334","12.208000000000002","0.2134867777777778","4.291333333333333"
"2022-03-29","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9445","9493","9445-9493","45","5581.792790358377","5602.189377835915","20.39658747753856","0.15738795555555554","0.12010817777777781","0.1424903111111111","19.39066666666667","1.0021427777777776","11.935111111111109","0.20996491111111115","4.233555555555555"
"2022-03-30","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9494","9542","9494-9542","43","5602.189377835915","5622.568279290252","20.3789014543363","0.156968511627907","0.1195475581395349","0.1409846976744186","19.146511627906975","0.9972798372093026","11.895813953488375","0.20884630232558138","4.461860465116279"
"2022-03-31","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9543","9595","9543-9595","44","5622.568279290252","5644.581688080034","22.01340878978226","0.1565056136363636","0.11917120454545453","0.14071336363636358","19.073181818181816","0.9928089090909092","11.865909090909094","0.20893738636363637","4.083636363636364"
"2022-04-01","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9596","9648","9596-9648","36","5644.581688080034","5666.171252393724","21.58956431369006","0.14865747222222223","0.11328238888888892","0.13447780555555552","18.205","0.9450382500000002","11.293611111111112","0.1983323333333333","5.152777777777778"
"2022-04-02","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9649","9703","9649-9703","46","5666.171252393724","5688.978905935241","22.80765354151663","0.15165332608695653","0.1156400217391304","0.13728602173913043","18.578478260869566","0.9649856521739133","11.520434782608694","0.20235282608695648","3.9480434782608698"
"2022-04-03","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9704","9757","9704-9757","54","5688.978905935241","5711.374301298478","22.395395363237185","0.14880287037037043","0.11347696296296296","0.13473753703703703","18.232407407407404","0.9468475370370372","11.302962962962964","0.19865022222222214","3.419259259259259"
"2022-04-04","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9758","9810","9758-9810","51","5711.374301298478","5733.571454836521","22.197153538043494","0.1502039411764706","0.11453417647058821","0.13638386274509803","18.42607843137255","0.9557977450980389","11.355294117647059","0.19972374509803917","3.594313725490196"
"2022-04-05","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9811","9864","9811-9864","53","5733.571454836521","5756.394453414665","22.822998578143597","0.14884028301886792","0.11350798113207547","0.13590941509433963","18.307547169811315","0.9471813962264153","11.223018867924523","0.196013962264151","3.332075471698113"
"2022-04-05","rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f","⚡️Allnodes.com","9865","9866","9865-9866","2","5756.394453414665","5757.24272118292","0.8482677682550275","0.14361400000000002","0.10981450000000001","0.131668","17.75","0.9139740000000001","10.84","0.189363","87.685"
"Up To: 2021-12-13T23:36:03.545Z","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","0","4960","Up To: 4960","0","5398.684928620263","5398.684928620263","5398.684928620263","","","","","","","",""
"2021-12-14","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","4961","5003","4961-5003","39","5398.684928620263","5436.078525320991","37.39359670072736","0.2357451538461538","0.1783241794871795","0.20896758974358975","26.791025641025637","1.4999999999999998","17.904102564102566","0.3314237435897437",""
"2021-12-15","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5004","5047","5004-5047","35","5436.078525320991","5474.2885398553335","38.21001453434292","0.26271360000000005","0.19843568571428571","0.23316720000000002","29.906000000000002","1.6725714285714284","20.02857142857142","0.36856582857142856",""
"2021-12-16","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5048","5088","5048-5088","38","5474.2885398553335","5509.79038174641","35.501841891076765","0.29360618421052626","0.2208615789473684","0.25963515789473685","33.4571052631579","1.8694736842105264","22.37236842105263","0.4089248157894737",""
"2021-12-17","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5089","5129","5089-5129","33","5509.79038174641","5545.202570084817","35.41218833840685","0.2809656363636364","0.21131639393939397","0.24848087878787878","31.909393939393933","1.7906060606060603","21.380909090909093","0.392537",""
"2021-12-18","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5130","5170","5130-5170","37","5545.202570084817","5580.658203416606","35.455633331788704","0.26021705405405404","0.1965095675675675","0.2315086216216216","29.59108108108108","1.6589189189189189","19.786756756756755","0.3651568918918918",""
"2021-12-19","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5171","5210","5171-5210","35","5580.658203416606","5615.121357080425","34.46315366381896","0.2533943142857143","0.19130897142857142","0.22543585714285716","28.813714285714287","1.6159999999999997","19.27057142857143","0.3555582571428571",""
"2021-12-20","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5211","5251","5211-5251","39","5615.121357080425","5650.252217156754","35.130860076329554","0.2419579230769231","0.18306728205128206","0.21474548717948716","27.472564102564103","1.5428205128205128","18.365641025641022","0.34027969230769234",""
"2021-12-21","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5252","5292","5252-5292","35","5650.252217156754","5685.354112718691","35.101895561936544","0.2619937428571429","0.19791071428571425","0.2322101142857143","29.81942857142856","1.6694285714285717","19.820857142857147","0.3674790285714285",""
"2021-12-22","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5293","5334","5293-5334","35","5685.354112718691","5721.211337467597","35.85722474890645","0.2696458857142857","0.20282902857142857","0.23877957142857145","30.794571428571427","1.7180000000000002","20.378","0.37664859999999994",""
"2021-12-23","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5335","5376","5335-5376","30","5721.211337467597","5757.089913344447","35.878575876849936","0.2619890333333333","0.19565976666666665","0.2312760333333333","29.945000000000004","1.668666666666666","19.711666666666666","0.36243359999999997",""
"2021-12-24","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5377","5417","5377-5417","17","5757.089913344447","5792.078567775592","34.98865443114482","0.2879369411764706","0.2148529411764706","0.2542718823529412","32.93352941176471","1.8341176470588234","21.61882352941177","0.3982088235294117",""
"2021-12-25","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5418","5459","5418-5459","42","5792.078567775592","5827.839066008179","35.76049823258654","0.28319492857142864","0.21153790476190476","0.250116880952381","32.39928571428571","1.802857142857143","21.271904761904757","0.39203857142857146",""
"2021-12-26","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5460","5500","5460-5500","41","5827.839066008179","5862.680322693763","34.841256685584085","0.28648741463414623","0.21396648780487804","0.2528296829268293","32.77414634146343","1.8241463414634151","21.57487804878049","0.3965677317073171",""
"2021-12-27","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5501","5542","5501-5542","42","5862.680322693763","5898.347291176135","35.666968482371885","0.30078476190476194","0.22415909523809519","0.2656927857142856","34.49166666666666","1.9166666666666667","22.557142857142864","0.41599407142857153",""
"2021-12-28","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5543","5583","5543-5583","40","5898.347291176135","5933.158659466644","34.81136829050956","0.3019834","0.22473372499999997","0.26679307499999994","34.677250000000015","1.9242499999999996","22.57725","0.4172051249999999",""
"2021-12-29","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5584","5624","5584-5624","41","5933.158659466644","5967.958804925598","34.80014545895392","0.285082243902439","0.21195165853658537","0.2519004146341463","32.76","1.8156097560975617","21.281951219512198","0.3940080487804878",""
"2021-12-30","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5625","5665","5625-5665","41","5967.958804925598","6002.747719820327","34.788914894728805","0.2579025609756098","0.19117004878048782","0.22771502439024383","29.68439024390244","1.6426829268292678","19.20219512195122","0.3554091219512195",""
"2021-12-31","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5666","5704","5666-5704","39","6002.747719820327","6035.786462472737","33.03874265241029","0.2578635128205128","0.19085507692307696","0.22737189743589745","29.677435897435892","1.6399999999999995","19.1848717948718","0.3551344871794871",""
"2022-01-01","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5705","5735","5705-5735","31","6035.786462472737","6061.829814515833","26.043352043096093","0.2601323870967742","0.19224203225806452","0.22870893548387097","29.943870967741937","1.654193548387097","19.38354838709677","0.35808745161290323",""
"2022-01-02","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5736","5766","5736-5766","31","6061.829814515833","6087.895468056842","26.065653541008942","0.2636851612903226","0.19487116129032256","0.2318415806451613","30.352258064516132","1.6758064516129028","19.648709677419358","0.36295793548387095",""
"2022-01-03","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5767","5807","5767-5807","41","6087.895468056842","6122.369112622546","34.47364456570358","0.2538579512195122","0.1881118536585366","0.22405958536585363","29.25756097560976","1.6134146341463416","18.886585365853662","0.3511543658536585",""
"2022-01-04","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5808","5847","5808-5847","39","6122.369112622546","6155.981465076795","33.61235245424905","0.25099312820512815","0.18589130769230772","0.2222498205128205","29.1","1.5953846153846158","18.709999999999997","0.3477674358974359",""
"2022-01-05","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5848","5888","5848-5888","41","6155.981465076795","6190.412309572901","34.43084449610615","0.24178858536585368","0.1784916341463415","0.21380419512195126","28.03878048780487","1.5360975609756098","17.992682926829268","0.3338713658536586",""
"2022-01-06","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5889","5929","5889-5929","24","6190.412309572901","6224.808481538406","34.396171965505346","0.23027537500000003","0.17010404166666662","0.20371337499999997","26.68291666666667","1.4691666666666665","17.137916666666666","0.3208231666666666",""
"2022-01-07","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5930","5969","5930-5969","40","6224.808481538406","6255.571572421395","30.763090882988763","0.22341795000000006","0.16477922499999997","0.19734307499999998","25.866000000000003","1.4249999999999996","16.601000000000003","0.31179155",""
"2022-01-08","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","5970","6010","5970-6010","41","6255.571572421395","6281.207345178758","25.635772757363156","0.20939297560975614","0.1540639512195122","0.1843018536585366","24.199024390243903","1.3353658536585369","15.547317073170737","0.29158651219512194",""
"2022-01-09","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6011","6049","6011-6049","39","6281.207345178758","6305.589021146094","24.381675967335468","0.2105065641025641","0.1549238717948718","0.1853069743589743","24.332820512820515","1.3420512820512822","15.627692307692309","0.2931376666666667",""
"2022-01-10","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6050","6089","6050-6089","40","6305.589021146094","6330.625562250672","25.036541104578646","0.21321292500000003","0.15702650000000004","0.18819142499999994","24.619750000000003","1.359","15.798750000000002","0.29689424999999997",""
"2022-01-11","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6090","6129","6090-6129","40","6330.625562250672","6355.59340703841","24.967844787737704","0.211729","0.15564800000000004","0.18660087500000005","24.425999999999995","1.3490000000000004","15.646499999999998","0.2944687",""
"2022-01-12","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6130","6169","6130-6169","40","6355.59340703841","6380.5213161159045","24.927909077494405","0.2242728","0.1641265","0.19677070000000005","25.808250000000005","1.4272500000000004","16.561500000000002","0.30971095000000004",""
"2022-01-13","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6170","6207","6170-6207","38","6380.5213161159045","6404.146975325493","23.625659209588775","0.23257673684210523","0.1694928421052632","0.20300473684210524","26.600789473684213","1.479210526315789","17.190263157894734","0.3189397631578948",""
"2022-01-14","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6208","6245","6208-6245","38","6404.146975325493","6427.772238239399","23.625262913905317","0.23091050000000002","0.1684974736842105","0.20176092105263158","26.303421052631574","1.4673684210526314","17.111315789473686","0.3185087631578947",""
"2022-01-15","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6246","6282","6246-6282","36","6427.772238239399","6450.729318536978","22.957080297579523","0.23615400000000003","0.17268358333333333","0.20687491666666669","26.97638888888889","1.5005555555555556","17.51166666666667","0.32767313888888894",""
"2022-01-16","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6283","6320","6283-6320","36","6450.729318536978","6474.652286498997","23.922967962018447","0.24256602777777778","0.17737311111111112","0.21249183333333338","27.70722222222222","1.5399999999999998","17.988611111111112","0.33660236111111114",""
"2022-01-17","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6321","6363","6321-6363","22","6474.652286498997","6502.176540872984","27.524254373987787","0.21735218181818186","0.15921536363636368","0.19051918181818178","24.902272727272724","1.3804545454545456","16.14363636363636","0.30132495454545455","11.868181818181819"
"2022-01-18","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6364","6404","6364-6404","41","6502.176540872984","6528.448888948318","26.272348075333866","0.21167360975609756","0.1554577804878049","0.18610626829268292","24.270731707317072","1.344390243902439","15.766097560975611","0.29430758536585366","6.000975609756098"
"2022-01-19","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6405","6448","6405-6448","44","6528.448888948318","6556.612582211674","28.163693263355526","0.2046726363636364","0.15032700000000002","0.18050531818181823","23.419545454545457","1.2995454545454537","15.245454545454542","0.28401152272727265","5.591818181818182"
"2022-01-20","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6449","6491","6449-6491","41","6556.612582211674","6584.18573633433","27.57315412265598","0.20734529268292684","0.15220548780487803","0.18286031707317071","23.684634146341462","1.314878048780488","15.428048780487806","0.2863991707317073","6.013414634146342"
"2022-01-21","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6492","6535","6492-6535","40","6584.18573633433","6612.551607282832","28.36587094850256","0.1863393","0.13730504999999998","0.16437564999999998","21.198749999999997","1.1814999999999993","13.866999999999996","0.25910692499999993","4.8957500000000005"
"2022-01-22","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6536","6577","6536-6577","38","6612.551607282832","6639.657496804532","27.105889521699282","0.1664606052631579","0.12279042105263158","0.14672928947368416","18.926052631578948","1.0556708157894736","12.387368421052635","0.23185781578947373","5.133157894736843"
"2022-01-23","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6578","6621","6578-6621","42","6639.657496804532","6668.040378721125","28.38288191659376","0.16776104761904764","0.1237629285714286","0.14786183333333333","19.074047619047626","1.0635714285714288","12.484523809523811","0.23368350000000002","5.001904761904762"
"2022-01-24","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6622","6664","6622-6664","42","6668.040378721125","6695.748146319413","27.70776759828732","0.16506764285714287","0.1221749761904762","0.14579095238095238","18.788571428571426","1.045076785714286","12.30952380952381","0.2309788809523809","4.78952380952381"
"2022-01-25","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6665","6706","6665-6706","38","6695.748146319413","6722.73322674066","26.985080421247403","0.1608246842105263","0.11927318421052631","0.14237997368421051","18.317105263157895","1.0179209210526314","12.018684210526315","0.22512660526315792","5.034736842105263"
"2022-01-26","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6707","6748","6707-6748","42","6722.73322674066","6749.73193563761","26.99870889695012","0.16575819047619045","0.12273747619047617","0.1468559047619048","18.924047619047617","1.0466666666666666","12.409047619047621","0.23153964285714282","4.844761904761905"
"2022-01-27","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6749","6789","6749-6789","38","6749.73193563761","6776.080892252707","26.34895661509654","0.16428989473684208","0.1225279210526316","0.14693478947368419","18.901578947368424","1.0450000000000004","12.349473684210526","0.2324683684210526","5.088421052631579"
"2022-01-28","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6790","6830","6790-6830","38","6776.080892252707","6801.932186442471","25.851294189764303","0.16128581578947368","0.12039247368421052","0.1447023947368421","18.61315789473684","1.0259734473684214","12.104736842105263","0.23022610526315795","5.281315789473684"
"2022-01-29","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6831","6870","6831-6870","40","6801.932186442471","6826.775793795838","24.84360735336668","0.16548640000000003","0.12345115","0.14842612500000002","19.072750000000003","1.052","12.411499999999997","0.23680507500000006","5.2195"
"2022-01-30","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6871","6911","6871-6911","38","6826.775793795838","6852.207169474947","25.431375679108896","0.17020321052631582","0.1269795","0.15271131578947364","19.618157894736836","1.0826315789473684","12.772368421052633","0.243567894736842","5.347894736842105"
"2022-01-31","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6912","6937","6912-6937","26","6852.207169474947","6868.349373683828","16.142204208881594","0.1685174615384615","0.12550469230769234","0.15067046153846153","19.433846153846154","1.0719230769230772","12.60076923076923","0.2393809230769231","8.056923076923077"
"2022-02-01","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6938","6961","6938-6961","24","6868.349373683828","6883.22092641404","14.871552730211988","0.17384187500000003","0.12890950000000004","0.1544977916666667","19.964166666666664","1.1058333333333332","12.987500000000002","0.24513020833333335","8.795"
"2022-02-02","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6962","6998","6962-6998","37","6883.22092641404","6906.138721829455","22.91779541541473","0.17134827027027022","0.12643200000000002","0.15168351351351347","19.618108108108107","1.0902702702702702","12.818378378378378","0.240068054054054","5.366486486486487"
"2022-02-03","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","6999","7039","6999-7039","39","6906.138721829455","6931.453406824483","25.314684995028074","0.1640663846153846","0.12084197435897437","0.144564641025641","18.823589743589743","1.0428205128205132","12.271282051282046","0.23009387179487176","5.001282051282051"
"2022-02-04","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7040","7079","7040-7079","39","6931.453406824483","6956.148930608135","24.69552378365188","0.16681897435897436","0.12299230769230768","0.14563753846153846","19.195641025641027","1.0623076923076924","12.45948717948718","0.23494858974358976","5.395128205128205"
"2022-02-05","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7080","7119","7080-7119","38","6956.148930608135","6980.794220127762","24.645289519627113","0.17119581578947368","0.1264603157894737","0.14952699999999994","19.725526315789473","1.0889473684210536","12.778684210526315","0.24218507894736846","5.400526315789474"
"2022-02-06","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7120","7158","7120-7158","37","6980.794220127762","7004.8164766802365","24.022256552474573","0.16758743243243243","0.12378524324324323","0.14634697297297297","19.311351351351348","1.0670270270270268","12.50972972972973","0.23698605405405407","5.412162162162162"
"2022-02-07","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7159","7197","7159-7197","37","7004.8164766802365","7028.858275255843","24.041798575606663","0.17692337837837838","0.1308119189189189","0.15471186486486485","20.37027027027027","1.1237837837837839","13.21135135135135","0.2491334054054054","6.206486486486486"
"2022-02-08","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7198","7235","7198-7235","38","7028.858275255843","7052.282534618178","23.42425936233485","0.20145594736842104","0.14878634210526315","0.1764127105263158","23.25631578947369","1.2826315789473686","15.048947368421054","0.28255036842105263","6.411052631578947"
"2022-02-09","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7236","7272","7236-7272","36","7052.282534618178","7075.047511838129","22.764977219951106","0.20162463888888887","0.14874124999999996","0.17643322222222219","23.277777777777768","1.2825000000000002","15.079722222222223","0.2811785833333333","6.7844444444444445"
"2022-02-10","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7273","7310","7273-7310","35","7075.047511838129","7098.451818386398","23.404306548269233","0.20043891428571423","0.14784108571428575","0.17531608571428567","23.208","1.2745714285714291","15.04771428571429","0.2790388000000001","6.457714285714286"
"2022-02-11","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7311","7348","7311-7348","37","7098.451818386398","7121.873178900161","23.42136051376292","0.1862974864864865","0.13740448648648654","0.16365283783783785","21.585405405405403","1.1848648648648648","14.046216216216218","0.26079097297297305","5.722162162162162"
"2022-02-12","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7349","7385","7349-7385","37","7121.873178900161","7144.676775379281","22.803596479119733","0.1749581891891892","0.12896508108108104","0.15413986486486483","20.19540540540541","1.1114054054054057","13.22189189189189","0.24517591891891893","5.749459459459459"
"2022-02-13","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7386","7422","7386-7422","36","7144.676775379281","7167.490326062951","22.813550683669746","0.1783301944444445","0.13149605555555555","0.1571289444444445","20.632222222222225","1.1337777777777778","13.48638888888889","0.2498915","5.798333333333334"
"2022-02-14","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7423","7459","7423-7459","35","7167.490326062951","7190.273396326753","22.783070263802074","0.17094682857142862","0.12634894285714285","0.15099891428571433","19.73342857142857","1.087","12.922571428571427","0.24013928571428567","5.958571428571429"
"2022-02-15","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7460","7499","7460-7499","40","7190.273396326753","7214.900937333048","24.62754100629536","0.1783386","0.13172629999999996","0.15726562500000005","20.608000000000004","1.1325750000000003","13.445999999999994","0.24986539999999996","5.3915"
"2022-02-16","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7500","7537","7500-7537","37","7214.900937333048","7238.302471395014","23.40153406196623","0.17596105405405407","0.1297018378378378","0.1547614054054054","20.338648648648647","1.1154324324324325","13.21","0.245275027027027","5.713783783783784"
"2022-02-17","rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut","✔️RadixStake","7538","7577","7538-7577","39","7238.302471395014","7263.1582947215065","24.8558233264921","0.16780738461538464","0.1233424358974359","0.1476362051282051","19.322051282051277","1.0632006153846156","12.594358974358975","0.23314925641025633","4.9202564102564095"
