rewardDate,validator,validatorName,startEpoch,endEpoch,epochRange,epochsInDay,previousDayRewards,endOfDayRewards,dailyRewards,rewardCurrency
2022-04-16 23:59:59,rv1qgaftlzpdxaacv3jmf0x9vlys3ap0mngfea8gsedph4ckaya0gqe6h9mv6f,✅RadCrew,10412,10466,10412-10466,22,1350.9413888757124,1350.9413890539902,1.7827778719947673e-7,EXRD
2022-04-16 23:59:59,rv1qtu7r2f82qmzphsgw5mug3vzxenzfwrhpyf9rja5ckp2k06ca5duu63guaa,🐱 Ocinode,10412,10466,10412-10466,22,2390.04319783784,2414.126374401334,24.083176563493907,EXRD
2022-04-16 23:59:59,rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut,✔️RadixStake,10412,10466,10412-10466,22,9119.137067923613,9154.751841646605,35.61477372299123,EXRD
2022-04-17 23:59:59,rv1qd0060jej9x0upkp6fdrednv8ct2yvdf2ydxm5a9t9ea63tp09c6u0ev6t8, 🧛 ‍RadixStaker 🧛‍ - Stake the vampire!,10467,10516,10467-10516,43,1942.5894261084832,1960.0393767927235,17.44995068424032,EXRD
2022-04-17 23:59:59,rv1qdhvu7wf7ajpvhn8j4m9ptznkaktl5cru2lr5ep9qvze9e5sjqdxxhz9m3h,🔥 EasyStake (🇸🇬 SG),10467,10516,10467-10516,43,1194.4088315774316,1206.1775775418573,11.768745964425761,EXRD
2022-04-17 23:59:59,rv1qdpk5akfjwyqrdmgf3ap2djcyvafuqvaenyjumfq2hht2ev2jlc5x6sjfzf,➕radix.plus➕,10467,10516,10467-10516,43,9316.362256301189,9348.48033841644,32.11808211525204,EXRD
2022-04-17 23:59:59,rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f,⚡️Allnodes.com,10467,10516,10467-10516,43,6011.421056861909,6032.184511205109,20.763454343199555,EXRD
2022-04-17 23:59:59,rv1qfxktwkq9amdh678cxfynzt4zeua2tkh8nnrtcjpt7fyl0lmu8r3urllukm,🚀 Florian Pieper Staking,10467,10516,10467-10516,43,894.4873501219699,907.5858373662486,13.098487244278658,EXRD
2022-04-17 23:59:59,rv1qgaftlzpdxaacv3jmf0x9vlys3ap0mngfea8gsedph4ckaya0gqe6h9mv6f,✅RadCrew,10467,10516,10467-10516,43,1350.9413890539902,1350.941389215664,1.616738245502347e-7,EXRD
2022-04-17 23:59:59,rv1qtu7r2f82qmzphsgw5mug3vzxenzfwrhpyf9rja5ckp2k06ca5duu63guaa,🐱 Ocinode,10467,10516,10467-10516,43,2414.126374401334,2435.5087041598963,21.382329758562264,EXRD
2022-04-17 23:59:59,rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut,✔️RadixStake,10467,10516,10467-10516,43,9154.751841646605,9186.896747782652,32.14490613604721,EXRD
2022-04-18 23:59:59,rv1qd0060jej9x0upkp6fdrednv8ct2yvdf2ydxm5a9t9ea63tp09c6u0ev6t8, 🧛 ‍RadixStaker 🧛‍ - Stake the vampire!,10517,10570,10517-10570,40,1960.0393767927235,1980.0906244326543,20.051247639930807,EXRD
2022-04-18 23:59:59,rv1qdhvu7wf7ajpvhn8j4m9ptznkaktl5cru2lr5ep9qvze9e5sjqdxxhz9m3h,🔥 EasyStake (🇸🇬 SG),10517,10570,10517-10570,40,1206.1775775418573,1218.7558365974328,12.578259055575472,EXRD
2022-04-18 23:59:59,rv1qdpk5akfjwyqrdmgf3ap2djcyvafuqvaenyjumfq2hht2ev2jlc5x6sjfzf,➕radix.plus➕,10517,10570,10517-10570,40,9348.48033841644,9382.035120871951,33.554782455510576,EXRD
2022-04-18 23:59:59,rv1qdx65px2g9j3gv9mq8vw0t6000zuvhydmgtthdjyf9ksnmu6ht6r2zaeq0f,⚡️Allnodes.com,10517,10570,10517-10570,40,6032.184511205109,6054.608055256416,22.423544051307545,EXRD
2022-04-18 23:59:59,rv1qfxktwkq9amdh678cxfynzt4zeua2tkh8nnrtcjpt7fyl0lmu8r3urllukm,🚀 Florian Pieper Staking,10517,10570,10517-10570,40,907.5858373662486,930.316102278659,22.730264912410348,EXRD
2022-04-18 23:59:59,rv1qgaftlzpdxaacv3jmf0x9vlys3ap0mngfea8gsedph4ckaya0gqe6h9mv6f,✅RadCrew,10517,10570,10517-10570,40,1350.941389215664,1350.94138939027,1.7460592971474398e-7,EXRD
2022-04-18 23:59:59,rv1qtu7r2f82qmzphsgw5mug3vzxenzfwrhpyf9rja5ckp2k06ca5duu63guaa,🐱 Ocinode,10517,10570,10517-10570,40,2435.5087041598963,2459.069389162876,23.56068500297988,EXRD
2022-04-18 23:59:59,rv1qwjgznknyz0e40nfg69y553rv3g85w6pc5kyfn76ckrkyyql4vc863xcfut,✔️RadixStake,10517,10570,10517-10570,40,9186.896747782652,9220.486963231466,33.59021544881398,EXRD
2022-04-19 23:59:59,rv1qd0060jej9x0upkp6fdrednv8ct2yvdf2ydxm5a9t9ea63tp09c6u0ev6t8, 🧛 ‍RadixStaker 🧛‍ - Stake the vampire!,10571,10621,10571-10621,40,1980.0906244326543,1999.0036787857462,18.913054353091866,EXRD
2022-04-19 23:59:59,rv1qdhvu7wf7ajpvhn8j4m9ptznkaktl5cru2lr5ep9qvze9e5sjqdxxhz9m3h,🔥 EasyStake (🇸🇬 SG),10571,10621,10571-10621,40,1218.7558365974328,1230.7037761748143,11.947939577381476,EXRD
